Title,PropertySize,TotalPrice,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
فروش آپارتمان 110 متری 2 خوابه طبقه 1 فول بازسازی,110,3٬100٬000٬000 تومان,2,1390,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری,"با عرض سلام و آرزوی سلامتی

           ⚜️ملک نو با ملکینو⚜️

   ☑️مسکن ملکینو نبش اندیشه 47☑️

  ☑️کارشناس تخصصی خرید و فروش منطقه☑️
            ☑️امین همت ابادی☑️

⚜️آپارتمان 110 متری ، موقعیت عالی،واحد سه نبش و بدون مشرف، مناسب برای جهیزیه، روبه نور و خیابان، 

⚜️طبقه اول، سرامیک ،دو خواب 14متری

⚜️2 خواب، کمد دیواری، کف سرامیک، گاز و هود، ام دی اف، 

⚜️کاغذ دیواری،سهم عرصه بالا، سند شش دانگ ملکی، انباری بزرگ


، ملک فوق‌العاده به قیمت، سهم عرصه بالا

 ، موقعیت و دسترسی عالی، نورگیر فوق‌العاده 

     ☑️ملک خود را به ما بسپارید☑️

   ⚜️آدرس دفتر مرکزی : نبش اندیشه 47⚜️
      

  ☑️کارشناس تخصصی خرید و فروش منطقه☑️
            ☑️امین همت ابادی☑️",https://divar.ir/v/فروش-آپارتمان-۱۱۰-متری-۲-خوابه-طبقه-۱-فول-بازسازی/wZwWF_ES,2025-02-15
اپارتمان100متری 2خواب مستر,100,5٬500٬000٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"⚜️ کارگزاری املاک و مستغلات عمارت ⚜️
 ⚜️ آدرس دفتر : نبش امام رضا 56 ⚜️
 ـ ♨️ قابل توجه همشهریان عزیز و زائران محترم  ♨️ فایل خوش قیمت و خوش نقشه جهت سرمایه گزاری♨️
 ـ ⚜️ خیابان امام رضا / قبل از چهارراه اول ⚜️ 
  ⚜️ 100 متر 
⚜️ طبقه دوم 
 ⚜️دو خواب
  ⚜️دو واحدی
⚜️ Wood cabinet 
 ⚜️ آسانسور
  ⚜️ پارکینگ اختصاصی
 ⚜️ فول امکانات
 ⚜️ نزدیک به بازار محله و BRT و مترو
 ⭐ فایل مشابه موجود است...
 ☎️ کسب اطلاعات بیشتر تماس حاصل نمایید",https://divar.ir/v/اپارتمان۱۰۰متری-۲خواب-مستر/wZPS8axk,2025-02-15
آپارتمان طبقه همکف نوساز کوچه ده متری نور عالی,65,990٬000٬000 تومان,1,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,"بنام خدا 

گروه مشاورین املاک مهندس احمد قوچانی (دیاکو )
با افتخار تقدیم میکند 
آدرس دفتر :انتهای طبرسی شمالی چهار ،سمت راست بین نظام دوست 14 و 16 املاک دیاکو 
ملک فوق طبقه همکف 
راه مشترک 
نور عالی ،نوساز کلید نخورده 
امتیاز کامل 
کوچه ده متری،مدارک بصورت قولنامه ای پشت در پشت و ثبتی هولوگرام دار 
قابل رهن تا 150 میلیون تومن 
یک خوابه 
جا پارک عالی 
واقع در انتهای طبرسی شمالی 12 
نظام دوست 28 
لطفا در صورت عدم پاسخ گویی پیامک بزارید 
یا به آدرس املاک مراجعه فرمایید 
ضمنا واحد فوق تخلیه می‌باشد 
با تشکر",https://divar.ir/v/آپارتمان-طبقه-همکف-نوساز-کوچه-ده-متری-نور-عالی/wZwiF0bb,2025-02-15
فروش آپارتمان/ 140 متری /جلال 38/ ساخت 1400,140,6٬880٬000٬000 تومان,3,1400,4,5,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"بنام خداوندی که مهربانترین است 
مشاور شما : مهندس آقایی
فروش واحد 140 متری 3 سال ساخت بلوار جلال 
جلال 38 بعد معلم به قیمت رسیده تخفیف جزئی
بازدید عصرها فقط بازدید نهایی در روز انجام میشود.
مناسب جهت سرمایه گذاری تحویل واحد برج 5 
سال آینده میباشد .
تا تاریخ تحویل مبلغی بابت تحویل کسر میشود
فول امکانات 
کابینت چوب
کف سرامیک 
طبقه 4 از 5 
ملک جنوبی نورگیر عالی 
سند تک برگ آماده انتقال 
جهت کسب اطلاعات بیشتر تماس حاصل فرمایید
آدرس دفتر : بلوار جلال بین جلال 24 و22 املاک آقای ملک با مدیریت امید رسولی",https://divar.ir/v/فروش-آپارتمان-۱۴۰-متری-جلال-۳۸-ساخت-۱۴۰۰/wZvKwhsl,2025-02-15
آپارتمان نوساز فول 100متری در یاس,100,2٬390٬000٬000 تومان,2,1402,4,6,تعداد واحد در طبقه: ۱ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"⚜️محمدهاشمی هستم، مشاورشمادر املاک هدیش⚜️

✅100متر
✅️دوخوابه
✅️آسانسور
✅️پارکینگ
✅️کمد دیواری
✅️کابینت ام دی اف براق
✅️گاز تو کار شیشه ای
✅️هود مخفی
✅️سینک تو کار بزرگ
✅️شیر آلات گلد
✅️پکیج رادیاتور
✅️پنجره upvc
✅️درب ضد سرقت
✅️تراس 4متری نورگیر برای هر دو اتاق خواب
✅️این آپارتمان خوش نقشه هست

______________________________

⭕محمد هاشمی
⭕املاک هدیش
⭕بین هنرور 1و3",https://divar.ir/v/آپارتمان-نوساز-فول-100متری-در-یاس/wZnOxQiT,2025-02-15
فروش آپارتمان 90 متری 2 خوابه در گلبهار,90,1٬111٬111 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,مسکن ملی هستش  اسمان 3 .تا الان 255 میلیون خودم دادم  تا 15 روز دیگه باید 50میلیون تومان بدین   دیگه چون تا سال دیگه تحویل مرحله به مرحله پول میگیرن به علت نداشتن برای فروش گذاشتم  .پولی که دادم میگیرم با امتیازش که هرچقدر عرفشه در خدمتیم,https://divar.ir/v/فروش-آپارتمان-۹۰-متری-۲-خوابه-در-گلبهار/wZwilIor,2025-02-15
Not Found,Not Found,Not Found,3,Not Found,Not Found,4,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,Not Found,Not Found,Not Found,Not Found
65 متری یک خواب در پایداری طبقه اول,65,1٬870٬000٬000 تومان,1,1389,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,"☑️با سلام
❇️کارگزاری املاک جابر بین پایداری 9 و 11❇️
اپارتمان 65 متری یک خواب
تک واحدی کلن سه واحد
بسیار خوش نقشه و دلباز
نور گیر عالی از دو طرف
کف پارکت و حمام دستشویی جدا و بزرگ
اتاق خواب بزرگ با کمد دیواری
لوکیشن عالی واقع در پایداری 9 
چسبیده به خیابان اصلی و بازار
قولنامه و وکالتی
امتیازات مستقل",https://divar.ir/v/۶۵-متری-یک-خواب-در-پایداری-طبقه-اول/wZhGNHIz,2025-02-15
دفتر مرکزی فروش زمین گلبهار کلیه پلاک ها و بلوارها,Not found,250 متر,Not found,Not found,Not Found,Not Found,not found,not found,"با سلام و عرض ادب

فروش قطعات زمین های مسکونی و ویلایی

با سند تک برگ هولوگرام دار ملکی

مجهز به برچسب اداره ثبت اسناد و مهر برجسته

داری چهار استعلام دولتی
☑️جهاد کشاورزی
☑️منابع طبیعی
☑️اداره دارایی
☑️اداره ثبت

قطعات در متراژ های مختلف موجود می‌باشد 

کلیه انتقالات بصورت محضری و کمتر از یک ساعت

خرید زمین دست اول و حذف دلال انجام میشود 

✅بلوار کشاورز 
✅بلوار امام رضا 
✅بلوار پژوهش 
✅بلوار کارگر 
✅بلوار جمهوری 

♦️♦️♦️♦️♦️♦️نقد و اقساط 

♦️⭐معاوضه با موتور ماشین طلا دلار ⭐

این قیمت ها فقط تا لحظه افتتاح پل ورودی امکان پذیر هست 
از آنجایی که پل بزودی افتتاح میشه 
افزایش قیمت قابل توجهی در پیش داریم 


✔️✔️شروع قیمت از پنج میلیون ✔️✔️


بازید از اراضی بصورت رایگان و مشاوره نیر رایگان می‌باشد 

مترو گلبهار نیز در آینده ای نزدیک بهره برداری خواهد شد 

----------- خرید زمین عالی هست 
-----------------------اما کجا خریدن مهمتره

((تماس بهترین راه برای اطلاعات دقیق‌تر))

یزدانی",https://divar.ir/v/دفتر-مرکزی-فروش-زمین-گلبهار-کلیه-پلاک-ها-و-بلوارها/wZLZi7mt,2025-02-15
واحد 92 متری چهار راه حسابی,92,3٬400٬000٬000 تومان,2,1398,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"واحد 92 متری چهار راه حسابی 
ملک شمالی
طبقه 3
2 خواب
هود ،گاز
کابینت ام دی آف 
2 عدد کولر گازی 
هر دو خواب کمد دیواری 
کف سرامیک 
نقشه خورجینی 
موقعیت مکانی عالی 

تخلیه 

کلید موجود 

بازدید با هماهنگی 

سند آماده انتقال",https://divar.ir/v/واحد-۹۲-متری-چهار-راه-حسابی/wZw2jPRd,Not Found
فروش زمین 3 هکتار در دانشجو,Not found,35٬000 متر,Not found,Not found,Not Found,Not Found,not found,not found,"زمین واقع در چناران
واقع در سه راه بقمج
شهدای زینب
سه هکتار ونیم
کاربری صنعتی
80 متر سرایداری
سه هزارمتر دور دیوار
جهت کارهای صنعتی
بصورت یکجا یا نصف
واگذار میشه
کلید موجود
بازدید با هماهنگی",https://divar.ir/v/فروش-زمین-۳-هکتار-در-دانشجو/wZwqU9FF,2025-02-15
آپارتمان170متری/لوکیشن فوق العاده/تکواحدی,170,6٬400٬000٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"نوید احکامی:
 ༺مَستر فـروش منـطقه༻

آپارتمان سوپر لوکس
انرژی پلاس
بی مثل و مانند
نور تا زمان غروب افتاب

༺آپارتمان ویژه ثروتمندان༻
          ༺فـایل جذاب༻

تکـ واحـدی

⬅️170مترمربع سوپر لوکس
⬅️آسانسور از رمپ تا پشت بام
⬅️آسانسور تمام اتومــات
⬅️دو خواب حمام مستر+وان+حمام
⬅️فیلتر ورودی و مشاعات عالی
⬅️نورپردازی فوق العاده
⬅️آشپز خانه کاریزمدرن رنگ پلی .. 
⬅️سرامیک کف 80×80
⬅️کم در ها همه چوب با ارتفاع2/40
⬅️سقف ها همه فوم بتن
✅ملک دو کله
⬅️تاسقف کمد دیواری+کتابخانه
✅دوسر نورگیر فوق العاده
⬅️حتی در هوای ابری نورگیر خونه تامین است.
✅️مشاعات تمام سنگ
⚜️سیستم اتفا حریق
کانال کشی کولر ابی
↙️تاسیسات کولرگازی پکیج
☀پنجره ها قـدی با نورگیر بسیارنور.. 
قلب آرامش  مشهد
ایستگاه اتوبوس
شریان اصلی خیابان الهیه
لوکیشن فوق العاده 
‍♂️امنیت بسیار بالا(سنتر مشهد است) 


نوید احکامی:
 ༺مَستر فـروش منـطقه༻

انشالله هر انچه خیر است برای شما رقم بخورد.
با ارزوی خیر و برکت برای شما.

یاعلی مدد.",https://divar.ir/v/آپارتمان۱۷۰متری-لوکیشن-فوق-العاده-تکواحدی/wZw2EYsP,2025-02-15
105 متر شخصی ساز خیابان امام رضا/ سند آماده انتقال,105,8٬900٬000٬000 تومان,2,1402,6,6,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"⚜️ گروه کارشناسان مسکن دیما ⚜️
 کارشناس شما : صنیع پور 〽️
دارای قوی ترین فایلینگ در چهار خیابان اصلی حرم مطهر 

105 متر 2 خواب  خیابان امام رضا 
2 خواب استاندارد و کمد دیواری های کاربردی
ساختمان شخصی ساز با مدیریت قوی

بسیار خوش نقشه و قابل چیدمان با هر سلیقه ای
بهترین طبقه
نما سنگ
مشاعات تا سقف  
کار شده با بهترین متریال روز و برند

⚜️ فاصله کمتر از 10 دقیقه پیاده روی تا حرم مطهر ⚜️
______________________________________

⚜️با هر بودجه ای و با هر سلیقه ای که شما دارین  ملک مد نظرتون رو من دارم  کافیه همین الان بامن تماس بگیرید ⚜️",https://divar.ir/v/۱۰۵-متر-شخصی-ساز-خیابان-امام-رضا-سند-آماده-انتقال/wZwSmRK6,2025-02-15
اپارتمان فول دو خوابه صفر,135,3٬750٬000٬000 تومان,2,1403,7,7,تعداد واحد در طبقه: ۲ | سند: قول‌نامه‌ای | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"اپارتمان فول
پیلوت ، نما ، فیلتر ها سنگ
دارایه پارکینگ و انباری اسانسور
کوچه 20 متری حاشیه ملک 10 خوش نقشه 
 ده متر تراس بزرگ
گرمایش شوفاژ سرمایش کولر گازی 
پایه معامله تخفیف جزئی دارد 
مشاور املاک رحمانی",https://divar.ir/v/اپارتمان-فول-دو-خوابه-صفر/wZwSl6_i,2025-02-15
95 متر / تک واحدی / لب خیابان/ حاشیه زیاد /غرق نور,95,5٬500٬000٬000 تومان,2,1403,2,5,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"با سلام و احترام 



یک واحد آپارتمان 95 متری 
چهار راه اول 
تک واحدی 
دو خواب 
فوق‌العاده پر نور 
حاشیه 12 متر
پنجره های تمام قدی 
ساختمان آرام 
کابینت تمام چوب پلی اتان 



                (( کارگزاری املاک اسحاقی ))
    (( بروز ترین ‌و شیک ترین واحد های منطقه ))
               ((  امام رضا را از ما بخواهید ))




       ــ  جهت اطلاعات بیشتر تماس بگیرید ــ",https://divar.ir/v/95-متر-تک-واحدی-لب-خیابان-حاشیه-زیاد-غرق-نور/wZiOkB9i,2025-02-15
87متر/مجیدیه/با وام قابل انتقال,90,3٬000٬000٬000 تومان,2,1394,2,3,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"༺ کارگزاری سینا ༻

☑️مجیدیه 27 
☑️87متری هر 2خواب کمد
☑️طبقه 2
☑️مجموعه 3طبقه 6واحد
☑️ جهت ملک جنوبی
☑️کوچه پهن و عریض 
بازدید آزاد 
خانه در حال حاضر 300 میلیون وام دارد که قابل انتقال می باشد 
سال ساخت 1394 
تخلیه
-------------------------------------------------
         
》مشاور شما 
سعید یوسفی
☎️همین الان تماس بگیرید
           پاسخگوی 24ساعته☎️",https://divar.ir/v/87متر-مجیدیه-با-وام-قابل-انتقال/wZnqUFqX,2025-02-15
فروش خانه ویلایی 150 متری 2 خوابه در کاشمر,150,300,2,قبل از 1370,Not Found,Not Found,سند: منگوله‌دار | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"خ بهشتی
عرض 12.5متر
150 متر بنای قدیمی 
قابل سکونت
جنوبی
سند شش اوقاف
مناسب جهت تخریب و ساخت 
املاک اندیشه دادگستری 4",https://divar.ir/v/فروش-خانه-ویلایی-۱۵۰-متری-۲-خوابه-در-کاشمر/wZweD0P7,2025-02-15
ویلایی در عبادی 30,361,361,+4,قبل از 1370,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"خانه ویلایی دونبش، قابلیت نشیمن و ساخت با سند شش دانگ ملکی تک برگ
ابعاد زمین (18×20)
(عکسها گویای موقعیت ملک میباشد)
دارای 2 امتیاز برق . 2 امتیاز آب . 2 امتیاز تلفن و 1 امتیاز گاز
دارای 9 اتاق ، زیر زمین و حیاط بزرگ با قابلیت پارک حدود 6 خودرو
2تا از اتاقها بهمراه سرویس بهداشتی ، حمام و آشپزخانه با درب ورودی مستقل میباشد.
فاصله تا حرم مطهر رضوی  10 دقیقه میباشد.
فروش بصورت نقدی میباشد و تهاتر با ملک و آپارتمان ندارم.",https://divar.ir/v/ویلایی-در-عبادی-۳۰/wZrR-xFJ,2025-02-15
زمین الهیه فاز2/سابقه ما گویای همه چیز است/مهدیه45,Not found,700 متر,Not found,Not found,Not Found,Not Found,not found,not found,"دفتر مرکزی خرید و فروش زمینهای فاز 2 الهیه 

امروزه خرید ملک یا املاک بهترین سرمایه گذاری از قدیم تا به امروز بوده و هست شما جهت خرید زمین نیاز چندانی به تخصص یا حرفه ای همانند سرمایه گذاری های بورسی ندارید و با چند ساعتی مشاوره با کارشناسان ما میتوانید به خواسته خود برسید 

نکات مهم جهت حفظ سرمایه و خرید زمین در فاز 2 ؟ 
1 : ابتدا منطقه ای که قصد سرمایه گذاری دارید را با سرمایه خود بسنجید و‌ مقایسه کنید . 
2 : پلاک ثبتی اصلی و فرعی زمین را باید بدانید . 
3 : هنگام بازدید زمین محل دقیق پلاک در پایین سند طبق نقشه کاداستر کشیده شده که شما باید محل زمین و نقشه را با هم‌ مطابقت بدید تا دچار مشکل نشوید . 
4 : هنگام امضا قرار داد فقط سند قطعی خرید کنید و مدت بگذارید برای امضا سند قطعی نه وکالت ! 

ما با صداقت کامل از لحظه بازدید تا امضا نهایی سند قطعی همراه شما هستیم . 

این روزها شعار ( بیواسطه و حذف دلال ) زیاد دیده میشود با مراجعه به ما بهترین ها را در اختیارتان قرار میدهیم 

اراضی : حاشیه مهدیه ، پلاک اول ، فاز 2 الهیه ، سپاد

انتقال سند قطعی فقط در یکروز

کارشناس منطقه:مهندس شمس",https://divar.ir/v/زمین-الهیه-فاز۲-سابقه-ما-گویای-همه-چیز-است-مهدیه۴۵/wZzFKCvJ,2025-02-15
130 متر / مهران / 2 نبش,130,4٬200٬000٬000 تومان,2,1389,3,3,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری ندارد | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"✅️ مشاور : روح بخش
✅️ املاک آریا
✅️ نبش دانش آموز 20


▪️حاشیه مهران
▪️بازار محله قوی
▪️شمالی
▪️طبقه سوم
▪️کلا 3 طبقه
▪️کلا 4 واحد
▪️130 متر
▪️2 خواب بزرگ
▪️کف سرامیک
▪️کابینت ام دی اف
▪️کولر آبی
▪️بخاری
▪️تراس بزرگ و قابل چیدمان

✅️ موارد مشابه موجود است.
✅️ کسب اطلاعات بیشتر و هماهنگی جهت بازدید : تماس گرفته شود.",https://divar.ir/v/130-متر-مهران-2-نبش/wZwiF9c7,2025-02-15
زمین باغی,Not found,1٬000 متر,Not found,Not found,Not Found,Not Found,not found,not found,زمین موقوفه.تعقیر کاربری شده.سند تک برگ. با چشم انداز عالی. داری 30دقیقه آب اجارهای.در بهترین نقطه شاهنامه 76 خیابان گلستان. انتهای گلستان.داخل مجتمع.مجتمع دارای گاز و برق,https://divar.ir/v/زمین-باغی/wZwCkTAm,2025-02-15
فروش خانه ویلایی 250 متری 3 خوابه در شهید هنرور,250,350,3,قبل از 1370,Not Found,Not Found,سند: منگوله‌دار | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,پارکینگ | انباری | بالکن | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"هنرور5 نقیبی10
سند شش دانگ ملک
تراکم متوسط 
پیشروی همسایه ها شده
بنا مناسب
فقط نقد",https://divar.ir/v/فروش-خانه-ویلایی-۲۵۰-متری-۳-خوابه-در-شهید-هنرور/wZwSVlgC,2025-02-15
صیادشیرازی / 345 متری,120,345,2,1385,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن ندارد,"صیادشیرازی / 345 متری
با سلام 

موقعیت مکانی بسیار عالی

حاشیه اصلی بلوار صیادشیرازی

345 متر زمین

4 نبش

26متر حاشیه ملک 

تراکم متوسط گونه یک 

مناسب برای مسکونی .... ساختمان پزشکان ..... اداری  

120 متر زیر بنا / دو خواب 

امکانات معمولی
 

موقعیت مکانی عالی 

بازدید=== پسند 

فروش فقط و فقط نقدی

بیواسطه 

مشاور شما : شرقی

آدرس دفتر : نبش صیادشیرازی 49 مسکن گاندی",https://divar.ir/v/صیادشیرازی-۳۴۵-متری/wZwKE2gC,2025-02-15
85 متری/سند آماده/کم واحد/نزدیک حرم/اکبری,85,5٬525٬000٬000 تومان,2,1402,3,6,سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"گروه کارشناسان مسکن اکبری
ادرس دفتر:مشهد _خیابان امام رضا(ع)_بین امام رضا 40 و 42
کارشناس شما: مهندس مقدم
کد آگهی: 1197

تمامی قراردادها توسط تیم حقوقی همراه با اخذ استعلامات و ثبت در سامانه کاتب انجام میشود
---------------------------------
مشخصات ملک:
⚡️خوش نقشه و شخصی ساز

⚡️پذیرایی بزرگ و دلباز نورگیر از دو جهت

⚡️آشپزخانه مدرن اروپایی و پر از کابینت

⚡️اتاق ها 15 متری همراه با کمد دیواری و کلوزت

⚡️دارای روف گاردن چهار فصل

⚡️دسترسی آسان به مراکز خرید و رفاهی


موارد مشابه در قیمتهای مختلف موجود است
پاسخگویی 24 ساعته
جهت کسب اطلاعات بیشتر و بازدید تماس حاصل فرمایید",https://divar.ir/v/85-متری-سند-آماده-کم-واحد-نزدیک-حرم-اکبری/wZw6C4U2,2025-02-15
200 متری / تک واحدی / جنوبی,197,5٬600٬000٬000 تومان,3,1402,4,5,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"سلام و درود

✅197 متری جنوبی
مشاعات تمام سنگ
✅3 خواب و حال و پذیرایی پنجره قدی (جنوبی)
کابینت چوب
✅اشپز خانه تراس دار
سند اماده

برای دریافت اطلاعات بیشتر و هماهنگی بازدید تماس بگیرید
_________________________________
⚜️کارگزاری املاک رکورد (الهیه 20)⚜️
_________________________________
ارادتمند شما : صاحبی",https://divar.ir/v/200-متری-تک-واحدی-جنوبی/wZwuE_-a,2025-02-15
فروش آپارتمان143مترقائم مقام(حاشیه وکیل آباد,143,8٬530٬000٬000 تومان,3,1402,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"فروش آپارتمان143مترقائم مقام(حاشیه وکیل فروش واحد آپارتمان  
143 متری / 3 خوابه 
2 سال ساخت 
طبقه اول زیرش واحد همکف هست 
طبقات 5 / 10 واحدی 
کف تمام تک سرام 
کابینت چوب پلی‌اورتان 
پرده برقی / لوستر 
3 عدد کولر گازی 
پکیج / تراس / انباری 
پارکینگ اختصاصی 
تخلیه کلید دارم 
قیمت ؛ متری 60 م ( 8/580 م )
مبلغ 550 میلیون بابت سند کسر میشه از مبلغ کل 
تاریخ انتقال سند 3 ماهه
گروه مشاورین مسکن پارسا 
نبش صارمی 29 
محمد شیدا(143 متری / 3 خوابه) 
2 سال ساخت 
طبقه اول زیرش واحد همکف هست 
طبقات 5 / 10 واحدی 
کف تمام تک سرام 
کابینت چوب پلی‌اورتان 
پرده برقی / لوستر 
3 عدد کولر گازی 
پکیج / تراس / انباری 
پارکینگ اختصاصی 
تخلیه کلید دارم 
مبلغ 550 میلیون بابت سند کسر میشه از مبلغ کل 
تاریخ انتقال سند 3 ماهه
گروه مشاورین مسکن پارسا",https://divar.ir/v/فروش-آپارتمان۱۴۳مترقائم-مقام-حاشیه-وکیل-آباد/wZwOEhgY,2025-02-15
اپارتمان 173 متری/ابتدای صیاد/نوساز,173,9٬850٬000٬000 تومان,3,1401,3,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"اپارتمان 173 متری 
سه خواب 
تکواحدی 
طبقه سوم 
بسیار خوش نقشه 
اشپزخانه دارای پنجره 
بسیار خوش نقشه و مشاعات عالی 
ابتدای صیاد نزدیک به مراکز خرید و مترو
تهاتر با واحد کوچکتر 

بازدید با هماهنگی 
مشاور شما:رستگار 
مسکن رستگار هفت تیر23 نبش قاضی3",https://divar.ir/v/اپارتمان-۱۷۳-متری-ابتدای-صیاد-نوساز/wZwWW0qO,2025-02-15
75 متری 2 خوابه همکف با 100 متر حیاط,75,2٬390٬000٬000 تومان,2,1386,Not Found,Not Found,سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری,"بنام خالق بهار
با سلام خدمت تمامی دوستان عزیز،
مشخصات زیر متعلق به خود ملک می باشد، لطفا بادقت مطالعه فرمایید.

آدرس ملک : حسابی2
_75متر با 100 متر حیاط اختصاصی
✔️حاشیه خیابان 20 متری
✔️نزدیک به حاشیه حسابی
✔️در مجموعه 7 واحدی
✔️کابینت ام دی اف
✔️کف سرامیک
✔️نورگیر عالی و غرق در نور
و…
بدون مشابه در منطقه!!!!!!!!!!!!!!!!!!

_______________ خانه رویاهایتان را از ما بخواهید _______________",https://divar.ir/v/۷۵-متری-۲-خوابه-همکف-با-۱۰۰-متر-حیاط/wZw2Vv6A,2025-02-15
